Timestamp,Source,Name,Value,Instance
05:34.7,A9,Transmission Gear,3,0
05:34.7,A9,Engine tilt/trim,100,0
05:34.7,A3,Fuel Pressure,648000,
05:34.7,A3,Engine coolant pressure,236000,2
05:34.7,A3,Engine temp.,350.15,2
05:34.7,A3,Engine oil temp.,359.2,2
05:34.7,A3,Engine oil pressure,464000,2
05:34.7,A5,Engine Speed,1745,1
05:34.7,A5,Engine Boost Pressure,214000,1
05:34.8,127,Latitude,59° 25.172790' N,
05:34.8,127,Longitude,05° 17.684160' E,
05:34.8,127,Course Over Ground,0.3979,
05:34.8,128,Heading,0.0111,
05:34.8,114,Heading,3.4015,
05:34.8,128,Deviation,,
05:34.8,114,Deviation,0,
05:34.8,127,Speed Over Ground,0.1,
05:34.8,127,Fluid Level,87.3,
05:34.8,127,Fuel Rate,0.1275,
05:34.8,B5,Battery Voltage,28.56,1
05:34.8,A9,Transmission oil temperature,349.8,0
05:34.8,A9,Transmission oil pressure,134500,0
05:34.8,A9,Transmission Gear,3,0
05:34.8,A9,Engine tilt/trim,100,0
05:34.8,A5,Fuel Pressure,664000,
05:34.8,A5,Engine coolant pressure,218000,1
05:34.8,A5,Engine temp.,353.15,1
05:34.8,A5,Engine oil temp.,360.2,1
05:34.8,A5,Engine oil pressure,452000,1
05:34.8,A4,Engine Speed,1500,4
05:34.8,A4,Engine Boost Pressure,54000,4
05:35.0,127,Latitude,59° 25.172790' N,
05:35.0,127,Longitude,05° 17.684160' E,
05:35.0,127,Course Over Ground,0.3979,
05:35.0,17,Course Over Ground,0,
05:35.0,127,Course Over Ground,0.3818,
05:35.0,128,Heading,0.0112,
05:35.0,114,Heading,3.4015,
05:35.0,128,Heading,0.0114,
05:35.0,128,Deviation,,
05:35.0,114,Deviation,0,
05:35.0,127,Speed Over Ground,0.1,
05:35.0,17,Speed Over Ground,0,
05:35.0,14,Water Depth,,
05:35.0,127,Fluid Level,87.3,
05:35.0,127,Fuel Rate,0.1275,
05:35.0,127,Fuel Rate,0.1273,
05:35.0,B4,Battery Voltage,26.17,2
05:35.0,A9,Transmission oil temperature,349.8,0
05:35.0,A9,Transmission oil pressure,134500,0
05:35.0,A9,Transmission Gear,3,0
05:35.0,A9,Engine tilt/trim,100,0
05:35.0,A4,Fuel Pressure,136000,
05:35.0,A4,Engine coolant pressure,104000,4
05:35.0,A4,Engine temp.,352.15,4
05:35.0,A4,Engine oil temp.,351.1,4
05:35.0,A4,Engine oil pressure,484000,4
05:35.0,A3,Engine Speed,1914,2
05:35.0,A3,Engine Boost Pressure,196000,2
05:35.1,127,Latitude,59° 25.172790' N,
05:35.1,127,Longitude,05° 17.684160' E,
05:35.1,127,Course Over Ground,0.3635,
05:35.1,128,Heading,0.0114,
05:35.1,114,Heading,3.4015,
05:35.1,128,Deviation,,
05:35.1,114,Deviation,0,
05:35.1,127,Speed Over Ground,0.11,
05:35.1,127,Fluid Level,87.3,
05:35.1,127,Fuel Rate,0.1274,
05:35.1,B1,Battery Voltage,27.51,7
05:35.1,5A,Tank Capacity,88912.6913,
05:35.1,5A,Fluid Type,3,3
05:35.1,A9,Transmission oil temperature,349.8,0
05:35.1,A9,Transmission oil pressure,134500,0
05:35.1,A9,Transmission Gear,3,0
05:35.1,A9,Engine tilt/trim,100,0
05:35.1,A3,Fuel Pressure,648000,
05:35.1,A3,Engine coolant pressure,236000,2
05:35.1,A3,Engine temp.,350.15,2
05:35.1,A3,Engine oil temp.,359.2,2
05:35.1,A3,Engine oil pressure,464000,2
05:35.1,A1,Engine Speed,1502,3
05:35.1,A1,Engine Boost Pressure,6000,3
05:35.3,127,Latitude,59° 25.172790' N,
05:35.3,127,Longitude,05° 17.684160' E,
05:35.3,127,Course Over Ground,0.1553,
05:35.3,17,Course Over Ground,0,
05:35.3,127,Course Over Ground,0.1413,
05:35.3,128,Heading,0.0113,
05:35.3,114,Heading,3.4015,
05:35.3,128,Heading,0.0112,
05:35.3,128,Deviation,,
05:35.3,114,Deviation,0,
05:35.3,127,Speed Over Ground,0.16,
05:35.3,17,Speed Over Ground,0,
05:35.3,127,Speed Over Ground,0.18,
05:35.3,12,Water Depth,,
05:35.3,127,Fluid Level,87.3,
05:35.3,127,Fuel Rate,0.1275,
05:35.3,127,Fuel Rate,0.1161,
05:35.3,B3,Battery Voltage,28.03,5
05:35.3,A9,Transmission oil temperature,349.8,0
05:35.3,A9,Transmission oil pressure,134500,0
05:35.3,A9,Transmission Gear,3,0
05:35.3,A9,Engine tilt/trim,100,0
05:35.3,A5,Fuel Pressure,664000,
05:35.3,A5,Engine coolant pressure,218000,1
05:35.3,A5,Engine temp.,353.15,1
05:35.3,A5,Engine oil temp.,360.2,1
05:35.3,A5,Engine oil pressure,452000,1
05:35.3,A5,Engine Speed,1750,1
05:35.3,A5,Engine Boost Pressure,212000,1
05:35.4,127,Latitude,59° 25.172790' N,
05:35.4,127,Longitude,05° 17.684160' E,
05:35.4,127,Course Over Ground,0.0802,
05:35.4,128,Heading,0.0114,
05:35.4,114,Heading,3.4015,
05:35.4,128,Deviation,,
05:35.4,114,Deviation,0,
05:35.4,127,Speed Over Ground,0.18,
05:35.4,127,Fluid Level,87.3,
05:35.4,127,Fuel Rate,0.1161,
05:35.4,2A,Battery Voltage,15.5,16
05:35.4,A9,Transmission oil temperature,349.8,0
05:35.4,A9,Transmission oil pressure,134500,0
05:35.4,A9,Transmission Gear,3,0
05:35.4,A9,Engine tilt/trim,100,0
05:35.4,A3,Fuel Pressure,648000,
05:35.4,A3,Engine coolant pressure,236000,2
05:35.4,A3,Engine temp.,350.15,2
05:35.4,A3,Engine oil temp.,359.2,2
05:35.4,A3,Engine oil pressure,464000,2
05:35.4,A4,Engine Speed,1500,4
05:35.4,A4,Engine Boost Pressure,54000,4
05:35.6,127,Latitude,59° 25.172790' N,
05:35.6,127,Longitude,05° 17.684160' E,
05:35.6,127,Course Over Ground,0.0226,
05:35.6,17,Course Over Ground,0,
05:35.6,127,Course Over Ground,6.266,
05:35.6,128,Heading,0.0117,
05:35.6,114,Heading,3.4015,
05:35.6,128,Heading,0.0116,
05:35.6,128,Deviation,,
05:35.6,114,Deviation,0,
05:35.6,127,Speed Over Ground,0.19,
05:35.6,17,Speed Over Ground,0,
05:35.6,127,Speed Over Ground,0.2,
05:35.6,127,Fluid Level,87.3,
05:35.6,127,Fuel Rate,0.1276,
05:35.6,127,Fuel Rate,0.117,
05:35.6,2A,Battery Voltage,15.7,17
05:35.6,A9,Transmission oil temperature,349.8,0
05:35.6,A9,Transmission oil pressure,134500,0
05:35.6,A9,Transmission Gear,3,0
05:35.6,A9,Engine tilt/trim,100,0
05:35.6,A5,Fuel Pressure,664000,
05:35.6,A5,Engine coolant pressure,218000,1
05:35.6,A5,Engine temp.,353.15,1
05:35.6,A5,Engine oil temp.,360.2,1
05:35.6,A5,Engine oil pressure,452000,1
05:35.6,A3,Engine Speed,1915,2
05:35.6,A3,Engine Boost Pressure,196000,2
05:35.9,127,Latitude,59° 25.172790' N,
05:35.9,127,Longitude,05° 17.684160' E,
05:35.9,127,Course Over Ground,6.236,
05:35.9,127,Course Over Ground,6.2138,
05:35.9,17,Course Over Ground,0,
05:35.9,127,Course Over Ground,6.1974,
05:35.9,128,Heading,0.0116,
05:35.9,114,Heading,3.4015,
05:35.9,128,Heading,0.0118,
05:35.9,128,Heading,0.012,
05:35.9,128,Deviation,,
05:35.9,114,Deviation,0,
05:35.9,127,Speed Over Ground,0.21,
05:35.9,127,Speed Over Ground,0.23,
05:35.9,17,Speed Over Ground,0,
05:35.9,13,Water Depth,,
05:35.9,11,Water Depth,,
05:35.9,14,Water Depth,,
05:35.9,127,Fluid Level,87.3,
05:35.9,127,Fuel Rate,0.1179,
05:35.9,127,Fuel Rate,0.1275,
05:35.9,127,Fuel Rate,0.118,
05:35.9,13,Battery Voltage,14.91,0
05:35.9,A9,Transmission oil temperature,349.8,0
05:35.9,A9,Transmission oil pressure,134500,0
05:35.9,A9,Transmission Gear,3,0
05:35.9,A9,Engine tilt/trim,100,0
05:35.9,A3,Fuel Pressure,648000,
05:35.9,A3,Engine coolant pressure,236000,2
05:35.9,A3,Engine temp.,350.15,2
05:35.9,A3,Engine oil temp.,359.2,2
05:35.9,A3,Engine oil pressure,464000,2
05:35.9,A1,Engine Speed,1501,3
05:35.9,A1,Engine Boost Pressure,6000,3
05:36.2,127,Latitude,59° 25.172790' N,
05:36.2,127,Longitude,05° 17.684160' E,
05:36.2,127,Course Over Ground,6.1869,
05:36.2,127,Course Over Ground,6.18,
05:36.2,17,Course Over Ground,0,
05:36.2,127,Course Over Ground,6.1557,
05:36.2,128,Heading,0.0123,
05:36.2,114,Heading,3.4015,
05:36.2,128,Heading,0.012,
05:36.2,128,Deviation,,
05:36.2,114,Deviation,0,
05:36.2,127,Speed Over Ground,0.24,
05:36.2,127,Speed Over Ground,0.25,
05:36.2,17,Speed Over Ground,0,
05:36.2,127,Speed Over Ground,0.3,
05:36.2,12,Water Depth,,
05:36.2,127,Fluid Level,87.3,
05:36.2,127,Fuel Rate,0.0036,
05:36.2,127,Fuel Rate,0.1275,
05:36.2,127,Fuel Rate,0.0184,
05:36.2,B2,Battery Voltage,27.53,8
05:36.2,A9,Transmission oil temperature,349.8,0
05:36.2,A9,Transmission oil pressure,134500,0
05:36.2,A9,Transmission Gear,3,0
05:36.2,A9,Engine tilt/trim,100,0
05:36.2,A5,Fuel Pressure,664000,
05:36.2,A5,Engine coolant pressure,218000,1
05:36.2,A5,Engine temp.,353.15,1
05:36.2,A5,Engine oil temp.,360.2,1
05:36.2,A5,Engine oil pressure,452000,1
05:36.2,A5,Engine Speed,1743,1
05:36.2,A5,Engine Boost Pressure,214000,1
05:36.3,127,Latitude,59° 25.172790' N,
05:36.3,127,Longitude,05° 17.684160' E,
05:36.3,127,Course Over Ground,6.1723,
05:36.3,128,Heading,0.0119,
05:36.3,114,Heading,3.4015,
05:36.3,128,Deviation,,
05:36.3,114,Deviation,0,
05:36.3,127,Speed Over Ground,0.3,
05:36.3,127,Fluid Level,87.3,
05:36.3,127,Fuel Rate,0.1172,
05:36.3,B0,Battery Voltage,28.08,6
05:36.3,A9,Transmission oil temperature,349.8,0
05:36.3,A9,Transmission oil pressure,134500,0
05:36.3,A9,Transmission Gear,3,0
05:36.3,A9,Engine tilt/trim,100,0
05:36.3,A3,Fuel Pressure,648000,
05:36.3,A3,Engine coolant pressure,236000,2
05:36.3,A3,Engine temp.,350.15,2
05:36.3,A3,Engine oil temp.,359.2,2
05:36.3,A3,Engine oil pressure,464000,2
05:36.3,A4,Engine Speed,1500,4
05:36.3,A4,Engine Boost Pressure,54000,4
05:36.5,127,Latitude,59° 25.172790' N,
05:36.5,127,Longitude,05° 17.684160' E,
05:36.5,127,Course Over Ground,6.1906,
05:36.5,17,Course Over Ground,0,
05:36.5,127,Course Over Ground,6.2063,
05:36.5,128,Heading,0.012,
05:36.5,114,Heading,3.4015,
05:36.5,128,Deviation,,
05:36.5,114,Deviation,0,
05:36.5,127,Speed Over Ground,0.29,
05:36.5,17,Speed Over Ground,0,
05:36.5,127,Fluid Level,87.3,
05:36.5,127,Fuel Rate,0.1276,
05:36.5,127,Fuel Rate,0.1274,
05:36.5,B5,Battery Voltage,28.55,1
05:36.5,A9,Transmission oil temperature,349.8,0
05:36.5,A9,Transmission oil pressure,134500,0
05:36.5,A9,Transmission Gear,3,0
05:36.5,A9,Engine tilt/trim,100,0
05:36.5,A5,Fuel Pressure,664000,
05:36.5,A5,Engine coolant pressure,218000,1
05:36.5,A5,Engine temp.,353.15,1
05:36.5,A5,Engine oil temp.,360.2,1
05:36.5,A5,Engine oil pressure,452000,1
05:36.5,A3,Engine Speed,1911,2
05:36.5,A3,Engine Boost Pressure,196000,2
05:36.5,127,Latitude,59° 25.172790' N,
05:36.5,127,Longitude,05° 17.684160' E,
05:36.5,127,Course Over Ground,6.2227,
05:36.5,128,Heading,0.0121,
05:36.5,114,Heading,3.4015,
05:36.5,128,Deviation,,
05:36.5,114,Deviation,0,
05:36.5,127,Speed Over Ground,0.28,
05:36.5,127,Fluid Level,87.3,
05:36.5,127,Fuel Rate,0.1273,
05:36.5,B4,Battery Voltage,26.36,2
05:36.5,A9,Transmission oil temperature,349.8,0
05:36.5,A9,Transmission oil pressure,134500,0
05:36.5,A9,Transmission Gear,3,0
05:36.5,A9,Engine tilt/trim,100,0
05:36.5,A3,Fuel Pressure,648000,
05:36.5,A3,Engine coolant pressure,236000,2
05:36.5,A3,Engine temp.,350.15,2
05:36.5,A3,Engine oil temp.,359.2,2
05:36.5,A3,Engine oil pressure,464000,2
05:36.5,A1,Engine Speed,1501,3
05:36.5,A1,Engine Boost Pressure,6000,3
05:36.6,17,Course Over Ground,0,
05:36.6,17,Speed Over Ground,0,
05:36.7,127,Latitude,59° 25.172790' N,
05:36.7,127,Longitude,05° 17.684160' E,
05:36.7,127,Course Over Ground,6.2357,
05:36.7,128,Heading,0.0121,
05:36.7,114,Heading,3.4015,
05:36.7,128,Deviation,,
05:36.7,114,Deviation,0,
05:36.7,127,Speed Over Ground,0.29,
05:36.7,13,Water Depth,,
05:36.7,11,Water Depth,,
05:36.7,127,Fluid Level,87.3,
05:36.7,127,Fuel Rate,0.127,
05:36.7,B1,Battery Voltage,27.51,7
05:36.7,A9,Transmission oil temperature,349.8,0
05:36.7,A9,Transmission oil pressure,134500,0
05:36.7,A9,Transmission Gear,3,0
05:36.7,A9,Engine tilt/trim,100,0
05:36.7,A1,Fuel Pressure,120000,
05:36.7,A1,Engine coolant pressure,102000,3
05:36.7,A1,Engine temp.,351.15,3
05:36.7,A1,Engine oil temp.,344.7,3
05:36.7,A1,Engine oil pressure,516000,3
05:36.7,A5,Engine Speed,1742,1
05:36.7,A5,Engine Boost Pressure,212000,1
05:36.8,127,Latitude,59° 25.172790' N,
05:36.8,127,Longitude,05° 17.684160' E,
05:36.8,127,Course Over Ground,6.2422,
05:36.8,128,Heading,0.0122,
05:36.8,114,Heading,3.4015,
05:36.8,128,Deviation,,
05:36.8,114,Deviation,0,
05:36.8,127,Speed Over Ground,0.29,
05:36.8,127,Fluid Level,87.3,
05:36.8,127,Fuel Rate,0.0036,
05:36.8,B3,Battery Voltage,28.03,5
05:36.8,A9,Transmission oil temperature,349.8,0
05:36.8,A9,Transmission oil pressure,134500,0
05:36.8,A9,Transmission Gear,3,0
05:36.8,A9,Engine tilt/trim,100,0
05:36.8,A5,Fuel Pressure,664000,
05:36.8,A5,Engine coolant pressure,218000,1
05:36.8,A5,Engine temp.,353.15,1
05:36.8,A5,Engine oil temp.,360.2,1
05:36.8,A5,Engine oil pressure,452000,1
05:36.8,A4,Engine Speed,1499,4
05:36.8,A4,Engine Boost Pressure,54000,4
05:37.1,127,Latitude,59° 25.172790' N,
05:37.1,127,Longitude,05° 17.684160' E,
05:37.1,17,Course Over Ground,0,
05:37.1,127,Course Over Ground,6.2471,
05:37.1,127,Course Over Ground,6.2527,
05:37.1,127,Course Over Ground,6.2568,
05:37.1,128,Heading,0.012,
05:37.1,114,Heading,3.4015,
05:37.1,128,Heading,0.0121,
05:37.1,128,Deviation,,
05:37.1,114,Deviation,0,
05:37.1,17,Speed Over Ground,0,
05:37.1,127,Speed Over Ground,0.29,
05:37.1,14,Water Depth,,
05:37.1,127,Fluid Level,87.3,
05:37.1,127,Fuel Rate,0.1269,
05:37.1,127,Fuel Rate,0.1174,
05:37.1,127,Fuel Rate,0.0186,
05:37.1,2A,Battery Voltage,15.5,16
05:37.1,A9,Transmission oil temperature,349.8,0
05:37.1,A9,Transmission oil pressure,134400,0
05:37.1,A9,Transmission Gear,3,0
05:37.1,A9,Engine tilt/trim,100,0
05:37.1,A4,Fuel Pressure,136000,
05:37.1,A4,Engine coolant pressure,106000,4
05:37.1,A4,Engine temp.,352.15,4
05:37.1,A4,Engine oil temp.,351.1,4
05:37.1,A4,Engine oil pressure,484000,4
05:37.1,A3,Engine Speed,1913,2
05:37.1,A3,Engine Boost Pressure,196000,2
05:37.1,17,Course Over Ground,0,
05:37.1,17,Speed Over Ground,0,
05:37.2,127,Latitude,59° 25.172790' N,
05:37.2,127,Longitude,05° 17.684160' E,
05:37.2,127,Course Over Ground,6.2657,
05:37.2,128,Heading,0.0121,
05:37.2,114,Heading,3.4015,
05:37.2,128,Deviation,,
05:37.2,114,Deviation,0,
05:37.2,127,Speed Over Ground,0.3,
05:37.2,12,Water Depth,,
05:37.2,127,Fluid Level,87.3,
05:37.2,127,Fuel Rate,0.117,
05:37.2,2A,Battery Voltage,15.7,17
05:37.2,A9,Transmission oil temperature,349.8,0
05:37.2,A9,Transmission oil pressure,134400,0
05:37.2,A9,Transmission Gear,3,0
05:37.2,A9,Engine tilt/trim,100,0
05:37.2,A3,Fuel Pressure,648000,
05:37.2,A3,Engine coolant pressure,236000,2
05:37.2,A3,Engine temp.,350.15,2
05:37.2,A3,Engine oil temp.,359.2,2
05:37.2,A3,Engine oil pressure,464000,2
05:37.2,A1,Engine Speed,1501,3
05:37.2,A1,Engine Boost Pressure,6000,3
05:37.3,127,Latitude,59° 25.172790' N,
05:37.3,127,Longitude,05° 17.684160' E,
05:37.3,127,Course Over Ground,6.2578,
05:37.3,128,Heading,0.012,
05:37.3,114,Heading,3.4015,
05:37.3,128,Deviation,,
05:37.3,114,Deviation,0,
05:37.3,127,Speed Over Ground,0.3,
05:37.3,127,Fluid Level,87.3,
05:37.3,127,Fuel Rate,0.1163,
05:37.3,13,Battery Voltage,14.92,0
05:37.3,A9,Transmission oil temperature,349.8,0
05:37.3,A9,Transmission oil pressure,134400,0
05:37.3,A9,Transmission Gear,3,0
05:37.3,A9,Engine tilt/trim,100,0
05:37.3,A5,Fuel Pressure,664000,
05:37.3,A5,Engine coolant pressure,218000,1
05:37.3,A5,Engine temp.,353.15,1
05:37.3,A5,Engine oil temp.,360.2,1
05:37.3,A5,Engine oil pressure,452000,1
05:37.3,A5,Engine Speed,1746,1
05:37.3,A5,Engine Boost Pressure,212000,1
05:37.4,127,Latitude,59° 25.172790' N,
05:37.4,127,Longitude,05° 17.684160' E,
05:37.4,17,Course Over Ground,0,
05:37.4,127,Course Over Ground,6.2587,
05:37.4,128,Heading,0.0122,
05:37.4,114,Heading,3.4015,
05:37.4,128,Deviation,,
05:37.4,114,Deviation,0,
05:37.4,17,Speed Over Ground,0,
05:37.4,127,Speed Over Ground,0.3,
05:37.4,127,Fluid Level,87.3,
05:37.4,127,Fuel Rate,0.1161,
05:37.4,B2,Battery Voltage,27.31,8
05:37.4,A9,Transmission oil temperature,349.8,0
05:37.4,A9,Transmission oil pressure,134400,0
05:37.4,A9,Transmission Gear,3,0
05:37.4,A9,Engine tilt/trim,100,0
05:37.4,A3,Fuel Pressure,648000,
05:37.4,A3,Engine coolant pressure,236000,2
05:37.4,A3,Engine temp.,350.15,2
05:37.4,A3,Engine oil temp.,359.2,2
05:37.4,A3,Engine oil pressure,464000,2
05:37.4,A4,Engine Speed,1501,4
05:37.4,A4,Engine Boost Pressure,54000,4
05:37.5,127,Latitude,59° 25.172790' N,
05:37.5,127,Longitude,05° 17.684160' E,
05:37.5,127,Course Over Ground,6.26,
05:37.5,127,Course Over Ground,6.2625,
05:37.5,128,Heading,0.0122,
05:37.5,114,Heading,3.4015,
05:37.5,128,Deviation,,
05:37.5,114,Deviation,0,
05:37.5,127,Speed Over Ground,0.3,
05:37.5,127,Fluid Level,87.3,
05:37.5,127,Fuel Rate,0.1159,
05:37.5,127,Fuel Rate,0.1271,
05:37.5,B0,Battery Voltage,28.11,6
05:37.5,A9,Transmission oil temperature,349.8,0
05:37.5,A9,Transmission oil pressure,134400,0
05:37.5,A9,Transmission Gear,3,0
05:37.5,A9,Engine tilt/trim,100,0
05:37.5,A5,Fuel Pressure,664000,
05:37.5,A5,Engine coolant pressure,218000,1
05:37.5,A5,Engine temp.,353.15,1
05:37.5,A5,Engine oil temp.,360.2,1
05:37.5,A5,Engine oil pressure,452000,1
05:37.5,A3,Engine Speed,1912,2
05:37.5,A3,Engine Boost Pressure,196000,2
05:37.6,17,Course Over Ground,0,
05:37.6,17,Speed Over Ground,0,
05:37.7,127,Latitude,59° 25.172790' N,
05:37.7,127,Longitude,05° 17.684160' E,
05:37.7,127,Course Over Ground,6.2663,
05:37.7,128,Heading,0.0121,
05:37.7,114,Heading,3.4015,
05:37.7,128,Deviation,,
05:37.7,114,Deviation,0,
05:37.7,127,Speed Over Ground,0.3,
05:37.7,13,Water Depth,,
05:37.7,11,Water Depth,,
05:37.7,127,Fluid Level,87.3,
05:37.7,127,Fuel Rate,0.1148,
05:37.7,B5,Battery Voltage,28.55,1
05:37.7,A9,Transmission oil temperature,349.8,0
05:37.7,A9,Transmission oil pressure,134400,0
05:37.7,A9,Transmission Gear,3,0
05:37.7,A9,Engine tilt/trim,100,0
05:37.7,A5,Fuel Pressure,664000,
05:37.7,A5,Engine coolant pressure,218000,1
05:37.7,A5,Engine temp.,353.15,1
05:37.7,A5,Engine oil temp.,360.2,1
05:37.7,A5,Engine oil pressure,452000,1
05:37.7,A1,Engine Speed,1501,3
05:37.7,A1,Engine Boost Pressure,6000,3
05:37.8,127,Latitude,59° 25.172790' N,
05:37.8,127,Longitude,05° 17.684160' E,
05:37.8,127,Course Over Ground,6.2699,
05:37.8,128,Heading,0.0121,
05:37.8,114,Heading,3.4033,
05:37.8,128,Deviation,,
05:37.8,114,Deviation,0,
05:37.8,127,Speed Over Ground,0.3,
05:37.8,127,Fluid Level,87.3,
05:37.8,127,Fuel Rate,0.1271,
05:37.8,B4,Battery Voltage,26.36,2
05:37.8,A9,Transmission oil temperature,349.8,0
05:37.8,A9,Transmission oil pressure,134400,0
05:37.8,A9,Transmission Gear,3,0
05:37.8,A9,Engine tilt/trim,100,0
05:37.8,A3,Fuel Pressure,648000,
05:37.8,A3,Engine coolant pressure,236000,2
05:37.8,A3,Engine temp.,350.15,2
05:37.8,A3,Engine oil temp.,359.2,2
05:37.8,A3,Engine oil pressure,464000,2
05:37.8,A5,Engine Speed,1745,1
05:37.8,A5,Engine Boost Pressure,212000,1
05:38.0,127,Latitude,59° 25.172790' N,
05:38.0,127,Longitude,05° 17.684160' E,
05:38.0,127,Course Over Ground,6.2738,
05:38.0,17,Course Over Ground,0,
05:38.0,127,Course Over Ground,6.2798,
05:38.0,128,Heading,0.0119,
05:38.0,114,Heading,3.4033,
05:38.0,128,Heading,0.0114,
05:38.0,128,Deviation,,
05:38.0,114,Deviation,0,
05:38.0,127,Speed Over Ground,0.29,
05:38.0,17,Speed Over Ground,0,
05:38.0,14,Water Depth,,
05:38.0,127,Fluid Level,87.3,
05:38.0,127,Fuel Rate,0.1154,
05:38.0,127,Fuel Rate,0.127,
05:38.0,B1,Battery Voltage,27.49,7
05:38.0,A9,Transmission oil temperature,349.8,0
05:38.0,A9,Transmission oil pressure,134400,0
05:38.0,A9,Transmission Gear,3,0
05:38.0,A9,Engine tilt/trim,100,0
05:38.0,A3,Fuel Pressure,648000,
05:38.0,A3,Engine coolant pressure,236000,2
05:38.0,A3,Engine temp.,350.15,2
05:38.0,A3,Engine oil temp.,359.2,2
05:38.0,A3,Engine oil pressure,464000,2
05:38.0,A4,Engine Speed,1500,4
05:38.0,A4,Engine Boost Pressure,54000,4
05:38.1,127,Latitude,59° 25.172790' N,
05:38.1,127,Longitude,05° 17.684160' E,
05:38.1,127,Course Over Ground,0.0048,
05:38.1,128,Heading,0.0112,
05:38.1,114,Heading,3.4033,
05:38.1,128,Deviation,,
05:38.1,114,Deviation,0,
05:38.1,127,Speed Over Ground,0.29,
05:38.1,127,Fluid Level,87.3,
05:38.1,127,Fuel Rate,0.127,
05:38.1,B3,Battery Voltage,28.02,5
05:38.1,A9,Transmission oil temperature,349.8,0
05:38.1,A9,Transmission oil pressure,134400,0
05:38.1,A9,Transmission Gear,3,0
05:38.1,A9,Engine tilt/trim,100,0
05:38.1,A5,Fuel Pressure,664000,
05:38.1,A5,Engine coolant pressure,218000,1
05:38.1,A5,Engine temp.,353.15,1
05:38.1,A5,Engine oil temp.,360.2,1
05:38.1,A5,Engine oil pressure,452000,1
05:38.1,A3,Engine Speed,1913,2
05:38.1,A3,Engine Boost Pressure,196000,2
05:38.2,127,Latitude,59° 25.172790' N,
05:38.2,127,Longitude,05° 17.684160' E,
05:38.2,127,Course Over Ground,0.0715,
05:38.2,17,Course Over Ground,0,
05:38.2,128,Heading,0.0112,
05:38.2,114,Heading,3.4033,
05:38.2,128,Deviation,,
05:38.2,114,Deviation,0,
05:38.2,127,Speed Over Ground,0.25,
05:38.2,17,Speed Over Ground,0,
05:38.2,127,Fluid Level,87.3,
05:38.2,127,Fuel Rate,0.0038,
05:38.2,2A,Battery Voltage,15.5,16
05:38.2,A9,Transmission oil temperature,349.8,0
05:38.2,A9,Transmission oil pressure,134400,0
05:38.2,A9,Transmission Gear,3,0
05:38.2,A9,Engine tilt/trim,100,0
05:38.2,A3,Fuel Pressure,652000,
05:38.2,A3,Engine coolant pressure,236000,2
05:38.2,A3,Engine temp.,350.15,2
05:38.2,A3,Engine oil temp.,359.2,2
05:38.2,A3,Engine oil pressure,464000,2
05:38.2,A1,Engine Speed,1501,3
05:38.2,A1,Engine Boost Pressure,6000,3
05:38.3,127,Latitude,59° 25.172790' N,
05:38.3,127,Longitude,05° 17.684160' E,
05:38.3,127,Course Over Ground,0.068,
05:38.3,128,Heading,0.0111,
05:38.3,114,Heading,3.4033,
05:38.3,128,Deviation,,
05:38.3,114,Deviation,0,
05:38.3,127,Speed Over Ground,0.25,
05:38.3,12,Water Depth,,
05:38.3,127,Fluid Level,87.3,
05:38.3,127,Fuel Rate,0.1274,
05:38.3,2A,Battery Voltage,15.7,17
05:38.3,A9,Transmission oil temperature,349.8,0
05:38.3,A9,Transmission oil pressure,134500,0
05:38.3,A9,Transmission Gear,3,0
05:38.3,A9,Engine tilt/trim,100,0
05:38.3,A1,Fuel Pressure,120000,
05:38.3,A1,Engine coolant pressure,96000,3
05:38.3,A1,Engine temp.,351.15,3
05:38.3,A1,Engine oil temp.,344.7,3
05:38.3,A1,Engine oil pressure,516000,3
05:38.3,A5,Engine Speed,1738,1
05:38.3,A5,Engine Boost Pressure,212000,1
05:38.4,127,Latitude,59° 25.172790' N,
05:38.4,127,Longitude,05° 17.684160' E,
05:38.4,127,Course Over Ground,0.0762,
05:38.4,128,Heading,0.0112,
05:38.4,114,Heading,3.4033,
05:38.4,128,Deviation,,
05:38.4,114,Deviation,0,
05:38.4,127,Speed Over Ground,0.24,
05:38.4,127,Fluid Level,87.3,
05:38.4,127,Fuel Rate,0.0185,
05:38.4,B2,Battery Voltage,27.53,8
05:38.4,A9,Transmission oil temperature,349.8,0
05:38.4,A9,Transmission oil pressure,134500,0
05:38.4,A9,Transmission Gear,3,0
05:38.4,A9,Engine tilt/trim,100,0
05:38.4,A5,Fuel Pressure,664000,
05:38.4,A5,Engine coolant pressure,218000,1
05:38.4,A5,Engine temp.,353.15,1
05:38.4,A5,Engine oil temp.,360.2,1
05:38.4,A5,Engine oil pressure,452000,1
05:38.4,A4,Engine Speed,1500,4
05:38.4,A4,Engine Boost Pressure,54000,4
05:38.4,17,Course Over Ground,0,
05:38.4,17,Speed Over Ground,0,
05:38.5,114,Heading,3.4033,
05:38.5,114,Deviation,0,
05:38.7,127,Latitude,59° 25.172790' N,
05:38.7,127,Longitude,05° 17.684160' E,
05:38.7,127,Course Over Ground,0.0859,
05:38.7,127,Course Over Ground,0.0928,
05:38.7,127,Course Over Ground,0.098,
05:38.7,128,Heading,0.0111,
05:38.7,128,Heading,0.0112,
05:38.7,114,Heading,3.4033,
05:38.7,128,Heading,0.0109,
05:38.7,128,Deviation,,
