Timestamp,Source,Name,Value,Instance
04:44.4,A4,Engine Boost Pressure,54000,4
04:44.5,127,Latitude,59° 25.170066' N,
04:44.5,127,Longitude,05° 17.683656' E,
04:44.5,128,Heading,0.0113,
04:44.5,114,Heading,3.4015,
04:44.5,128,Deviation,,
04:44.5,114,Deviation,0,
04:44.5,127,Speed Over Ground,0,
04:44.5,127,Fluid Level,87.3,
04:44.5,127,Fuel Rate,0.1207,
04:44.5,13,Battery Voltage,14.89,0
04:44.5,A9,Transmission oil temperature,349.8,0
04:44.5,A9,Transmission oil pressure,134400,0
04:44.5,A9,Transmission Gear,3,0
04:44.5,A9,Engine tilt/trim,100,0
04:44.5,A3,Fuel Pressure,648000,
04:44.5,A3,Engine coolant pressure,236000,2
04:44.5,A3,Engine temp.,349.15,2
04:44.5,A3,Engine oil temp.,359.2,2
04:44.5,A3,Engine oil pressure,468000,2
04:44.5,A3,Engine Speed,1910,2
04:44.5,A3,Engine Boost Pressure,196000,2
04:44.6,127,Latitude,59° 25.170066' N,
04:44.6,127,Longitude,05° 17.683656' E,
04:44.6,17,Course Over Ground,0,
04:44.6,128,Heading,0.0112,
04:44.6,114,Heading,3.4015,
04:44.6,128,Deviation,,
04:44.6,114,Deviation,0,
04:44.6,127,Speed Over Ground,0,
04:44.6,17,Speed Over Ground,0,
04:44.6,12,Water Depth,,
04:44.6,127,Fluid Level,87.3,
04:44.6,127,Fuel Rate,0.1271,
04:44.6,B3,Battery Voltage,28.03,5
04:44.6,A9,Transmission oil temperature,349.8,0
04:44.6,A9,Transmission oil pressure,134400,0
04:44.6,A9,Transmission Gear,3,0
04:44.6,A9,Engine tilt/trim,100,0
04:44.6,A1,Fuel Pressure,120000,
04:44.6,A1,Engine coolant pressure,90000,3
04:44.6,A1,Engine temp.,351.15,3
04:44.6,A1,Engine oil temp.,344.9,3
04:44.6,A1,Engine oil pressure,516000,3
04:44.6,A1,Engine Speed,1501,3
04:44.6,A1,Engine Boost Pressure,6000,3
04:44.6,114,Heading,3.4015,
04:44.6,114,Deviation,0,
04:44.7,127,Latitude,59° 25.170066' N,
04:44.7,127,Longitude,05° 17.683656' E,
04:44.7,128,Heading,0.0114,
04:44.7,128,Deviation,,
04:44.7,127,Speed Over Ground,0,
04:44.7,11,Water Depth,,
04:44.7,127,Fluid Level,87.3,
04:44.7,127,Fuel Rate,0.1216,
04:44.7,2A,Battery Voltage,15.5,16
04:44.7,A9,Transmission oil temperature,349.8,0
04:44.7,A9,Transmission oil pressure,134400,0
04:44.7,A9,Transmission Gear,3,0
04:44.7,A9,Engine tilt/trim,100,0
04:44.7,A5,Fuel Pressure,664000,
04:44.7,A5,Engine coolant pressure,218000,1
04:44.7,A5,Engine temp.,353.15,1
04:44.7,A5,Engine oil temp.,360.2,1
04:44.7,A5,Engine oil pressure,452000,1
04:44.7,A5,Engine Speed,1756,1
04:44.7,A5,Engine Boost Pressure,212000,1
04:44.8,127,Latitude,59° 25.170066' N,
04:44.8,127,Longitude,05° 17.683656' E,
04:44.8,128,Heading,0.0116,
04:44.8,114,Heading,3.4015,
04:44.8,128,Deviation,,
04:44.8,114,Deviation,0,
04:44.8,127,Speed Over Ground,0,
04:44.8,127,Fluid Level,87.3,
04:44.8,127,Fuel Rate,0.127,
04:44.8,2A,Battery Voltage,15.7,17
04:44.8,A9,Transmission oil temperature,349.8,0
04:44.8,A9,Transmission oil pressure,134400,0
04:44.8,A9,Transmission Gear,3,0
04:44.8,A9,Engine tilt/trim,100,0
04:44.8,A4,Fuel Pressure,140000,
04:44.8,A4,Engine coolant pressure,104000,4
04:44.8,A4,Engine temp.,352.15,4
04:44.8,A4,Engine oil temp.,350.7,4
04:44.8,A4,Engine oil pressure,484000,4
04:44.8,A4,Engine Speed,1500,4
04:44.8,A4,Engine Boost Pressure,54000,4
04:45.0,127,Latitude,59° 25.170066' N,
04:45.0,127,Longitude,05° 17.683656' E,
04:45.0,17,Course Over Ground,0,
04:45.0,128,Heading,0.0116,
04:45.0,114,Heading,3.4015,
04:45.0,128,Heading,0.0117,
04:45.0,128,Deviation,,
04:45.0,114,Deviation,0,
04:45.0,127,Speed Over Ground,0,
04:45.0,17,Speed Over Ground,0,
04:45.0,13,Water Depth,,
04:45.0,127,Fluid Level,87.3,
04:45.0,127,Fuel Rate,0.0035,
04:45.0,127,Fuel Rate,0.12,
04:45.0,B2,Battery Voltage,27.52,8
04:45.0,A9,Transmission oil temperature,349.8,0
04:45.0,A9,Transmission oil pressure,134400,0
04:45.0,A9,Transmission Gear,3,0
04:45.0,A9,Engine tilt/trim,100,0
04:45.0,A3,Fuel Pressure,648000,
04:45.0,A3,Engine coolant pressure,236000,2
04:45.0,A3,Engine temp.,349.15,2
04:45.0,A3,Engine oil temp.,359.2,2
04:45.0,A3,Engine oil pressure,468000,2
04:45.0,A1,Engine Speed,1500,3
04:45.0,A1,Engine Boost Pressure,6000,3
04:45.1,127,Latitude,59° 25.170066' N,
04:45.1,127,Longitude,05° 17.683656' E,
04:45.1,128,Heading,0.0118,
04:45.1,114,Heading,3.4015,
04:45.1,128,Deviation,,
04:45.1,114,Deviation,0,
04:45.1,127,Speed Over Ground,0,
04:45.1,127,Fluid Level,87.3,
04:45.1,127,Fuel Rate,0.1267,
04:45.1,B0,Battery Voltage,28.08,6
04:45.1,A9,Transmission oil temperature,349.8,0
04:45.1,A9,Transmission oil pressure,134400,0
04:45.1,A9,Transmission Gear,3,0
04:45.1,A9,Engine tilt/trim,100,0
04:45.1,A5,Fuel Pressure,664000,
04:45.1,A5,Engine coolant pressure,218000,1
04:45.1,A5,Engine temp.,353.15,1
04:45.1,A5,Engine oil temp.,360.2,1
04:45.1,A5,Engine oil pressure,452000,1
04:45.1,A3,Engine Speed,1910,2
04:45.1,A3,Engine Boost Pressure,196000,2
04:45.2,127,Latitude,59° 25.170066' N,
04:45.2,127,Longitude,05° 17.683656' E,
04:45.2,17,Course Over Ground,0,
04:45.2,128,Heading,0.0114,
04:45.2,114,Heading,3.4015,
04:45.2,128,Deviation,,
04:45.2,114,Deviation,0,
04:45.2,17,Speed Over Ground,0,
04:45.2,127,Speed Over Ground,0,
04:45.2,127,Fluid Level,87.3,
04:45.2,127,Fuel Rate,0.0185,
04:45.2,B5,Battery Voltage,28.55,1
04:45.2,A9,Transmission oil temperature,349.8,0
04:45.2,A9,Transmission oil pressure,134400,0
04:45.2,A9,Transmission Gear,3,0
04:45.2,A9,Engine tilt/trim,100,0
04:45.2,A3,Fuel Pressure,648000,
04:45.2,A3,Engine coolant pressure,236000,2
04:45.2,A3,Engine temp.,349.15,2
04:45.2,A3,Engine oil temp.,359.2,2
04:45.2,A3,Engine oil pressure,464000,2
04:45.2,A5,Engine Speed,1747,1
04:45.2,A5,Engine Boost Pressure,212000,1
04:45.3,114,Heading,3.4015,
04:45.3,114,Deviation,0,
04:45.3,127,Latitude,59° 25.170066' N,
04:45.3,127,Longitude,05° 17.683656' E,
04:45.3,128,Heading,0.0114,
04:45.3,128,Deviation,,
04:45.3,127,Speed Over Ground,0,
04:45.3,127,Fluid Level,87.3,
04:45.3,127,Fuel Rate,0.1197,
04:45.3,B4,Battery Voltage,26.36,2
04:45.3,A9,Transmission oil temperature,349.8,0
04:45.3,A9,Transmission oil pressure,134300,0
04:45.3,A9,Transmission Gear,3,0
04:45.3,A9,Engine tilt/trim,100,0
04:45.3,A5,Fuel Pressure,664000,
04:45.3,A5,Engine coolant pressure,218000,1
04:45.3,A5,Engine temp.,353.15,1
04:45.3,A5,Engine oil temp.,360.2,1
04:45.3,A5,Engine oil pressure,452000,1
04:45.3,A4,Engine Speed,1501,4
04:45.3,A4,Engine Boost Pressure,54000,4
04:45.7,127,Latitude,59° 25.170066' N,
04:45.7,127,Longitude,05° 17.683656' E,
04:45.7,17,Course Over Ground,0,
04:45.7,128,Heading,0.0114,
04:45.7,114,Heading,3.4015,
04:45.7,128,Heading,0.011,
04:45.7,128,Heading,0.0107,
04:45.7,128,Deviation,,
04:45.7,114,Deviation,0,
04:45.7,127,Speed Over Ground,0,
04:45.7,17,Speed Over Ground,0,
04:45.7,14,Water Depth,,
04:45.7,12,Water Depth,,
04:45.7,127,Fluid Level,87.3,
04:45.7,127,Fuel Rate,0.1271,
04:45.7,127,Fuel Rate,0.1195,
04:45.7,127,Fuel Rate,0.1192,
04:45.7,B1,Battery Voltage,27.51,7
04:45.7,A9,Transmission oil temperature,349.8,0
04:45.7,A9,Transmission oil pressure,134300,0
04:45.7,A9,Transmission Gear,3,0
04:45.7,A9,Engine tilt/trim,100,0
04:45.7,A3,Fuel Pressure,648000,
04:45.7,A3,Engine coolant pressure,236000,2
04:45.7,A3,Engine temp.,349.15,2
04:45.7,A3,Engine oil temp.,359.2,2
04:45.7,A3,Engine oil pressure,464000,2
04:45.7,A3,Engine Speed,1915,2
04:45.7,A3,Engine Boost Pressure,196000,2
04:45.8,127,Latitude,59° 25.170066' N,
04:45.8,127,Longitude,05° 17.683656' E,
04:45.8,128,Heading,0.0106,
04:45.8,114,Heading,3.4015,
04:45.8,128,Deviation,,
04:45.8,114,Deviation,0,
04:45.8,127,Speed Over Ground,0,
04:45.8,11,Water Depth,,
04:45.8,127,Fluid Level,87.3,
04:45.8,127,Fuel Rate,0.1269,
04:45.8,13,Battery Voltage,14.9,0
04:45.8,A9,Transmission oil temperature,349.8,0
04:45.8,A9,Transmission oil pressure,134300,0
04:45.8,A9,Transmission Gear,3,0
04:45.8,A9,Engine tilt/trim,100,0
04:45.8,A5,Fuel Pressure,664000,
04:45.8,A5,Engine coolant pressure,218000,1
04:45.8,A5,Engine temp.,353.15,1
04:45.8,A5,Engine oil temp.,360.2,1
04:45.8,A5,Engine oil pressure,452000,1
04:45.8,A1,Engine Speed,1500,3
04:45.8,A1,Engine Boost Pressure,6000,3
04:45.9,127,Latitude,59° 25.170066' N,
04:45.9,127,Longitude,05° 17.683656' E,
04:45.9,128,Heading,0.0107,
04:45.9,114,Heading,3.4015,
04:45.9,128,Deviation,,
04:45.9,114,Deviation,0,
04:45.9,127,Speed Over Ground,0,
04:45.9,127,Fluid Level,87.3,
04:45.9,127,Fuel Rate,0.1204,
04:45.9,B3,Battery Voltage,28.03,5
04:45.9,A9,Transmission oil temperature,349.8,0
04:45.9,A9,Transmission oil pressure,134300,0
04:45.9,A9,Transmission Gear,3,0
04:45.9,A9,Engine tilt/trim,100,0
04:45.9,A3,Fuel Pressure,648000,
04:45.9,A3,Engine coolant pressure,236000,2
04:45.9,A3,Engine temp.,349.15,2
04:45.9,A3,Engine oil temp.,359.2,2
04:45.9,A3,Engine oil pressure,464000,2
04:45.9,A5,Engine Speed,1749,1
04:45.9,A5,Engine Boost Pressure,212000,1
04:46.2,127,Latitude,59° 25.170066' N,
04:46.2,127,Longitude,05° 17.683656' E,
04:46.2,17,Course Over Ground,0,
04:46.2,128,Heading,0.0107,
04:46.2,114,Heading,3.4015,
04:46.2,128,Deviation,,
04:46.2,114,Deviation,0,
04:46.2,17,Speed Over Ground,0,
04:46.2,127,Speed Over Ground,0,
04:46.2,13,Water Depth,,
04:46.2,127,Fluid Level,87.3,
04:46.2,127,Fuel Rate,0.1269,
04:46.2,127,Fuel Rate,0.0038,
04:46.2,2A,Battery Voltage,15.5,16
04:46.2,A9,Transmission oil temperature,349.8,0
04:46.2,A9,Transmission oil pressure,134300,0
04:46.2,A9,Transmission Gear,3,0
04:46.2,A9,Engine tilt/trim,100,0
04:46.2,A5,Fuel Pressure,664000,
04:46.2,A5,Engine coolant pressure,218000,1
04:46.2,A5,Engine temp.,353.15,1
04:46.2,A5,Engine oil temp.,360.2,1
04:46.2,A5,Engine oil pressure,452000,1
04:46.2,A4,Engine Speed,1500,4
04:46.2,A4,Engine Boost Pressure,54000,4
04:46.2,127,Latitude,59° 25.170066' N,
04:46.2,127,Longitude,05° 17.683656' E,
04:46.2,128,Heading,0.0108,
04:46.2,114,Heading,3.4015,
04:46.2,128,Deviation,,
04:46.2,114,Deviation,0,
04:46.2,127,Speed Over Ground,0,
04:46.2,127,Fluid Level,87.3,
04:46.2,127,Fuel Rate,0.121,
04:46.2,2A,Battery Voltage,15.7,17
04:46.2,A9,Transmission oil temperature,349.8,0
04:46.2,A9,Transmission oil pressure,134300,0
04:46.2,A9,Transmission Gear,3,0
04:46.2,A9,Engine tilt/trim,100,0
04:46.2,A3,Fuel Pressure,648000,
04:46.2,A3,Engine coolant pressure,236000,2
04:46.2,A3,Engine temp.,349.15,2
04:46.2,A3,Engine oil temp.,359.2,2
04:46.2,A3,Engine oil pressure,464000,2
04:46.2,A3,Engine Speed,1913,2
04:46.2,A3,Engine Boost Pressure,196000,2
04:46.3,127,Speed Over Ground,0,
04:46.4,127,Latitude,59° 25.170066' N,
04:46.4,127,Longitude,05° 17.683656' E,
04:46.4,17,Course Over Ground,0,
04:46.4,128,Heading,0.011,
04:46.4,114,Heading,3.4015,
04:46.4,128,Deviation,,
04:46.4,114,Deviation,0,
04:46.4,127,Speed Over Ground,0,
04:46.4,17,Speed Over Ground,0,
04:46.4,14,Water Depth,,
04:46.4,127,Fluid Level,87.3,
04:46.4,127,Fuel Rate,0.127,
04:46.4,127,Fuel Rate,0.0184,
04:46.4,B2,Battery Voltage,27.52,8
04:46.4,A9,Transmission oil temperature,349.8,0
04:46.4,A9,Transmission oil pressure,134300,0
04:46.4,A9,Transmission Gear,3,0
04:46.4,A9,Engine tilt/trim,100,0
04:46.4,A1,Fuel Pressure,120000,
04:46.4,A1,Engine coolant pressure,96000,3
04:46.4,A1,Engine temp.,351.15,3
04:46.4,A1,Engine oil temp.,344.9,3
04:46.4,A1,Engine oil pressure,516000,3
04:46.4,A1,Engine Speed,1500,3
04:46.4,A1,Engine Boost Pressure,6000,3
04:46.7,127,Latitude,59° 25.170066' N,
04:46.7,127,Longitude,05° 17.683656' E,
04:46.7,17,Course Over Ground,0,
04:46.7,128,Heading,0.011,
04:46.7,114,Heading,3.4015,
04:46.7,128,Heading,0.0108,
04:46.7,128,Deviation,,
04:46.7,114,Deviation,0,
04:46.7,127,Speed Over Ground,0,
04:46.7,17,Speed Over Ground,0,
04:46.7,12,Water Depth,,
04:46.7,127,Fluid Level,87.3,
04:46.7,127,Fuel Rate,0.1214,
04:46.7,127,Fuel Rate,0.1269,
04:46.7,B0,Battery Voltage,28.1,6
04:46.7,A9,Transmission oil temperature,349.8,0
04:46.7,A9,Transmission oil pressure,134300,0
04:46.7,A9,Transmission Gear,3,0
04:46.7,A9,Engine tilt/trim,100,0
04:46.7,A5,Fuel Pressure,664000,
04:46.7,A5,Engine coolant pressure,218000,1
04:46.7,A5,Engine temp.,353.15,1
04:46.7,A5,Engine oil temp.,360.2,1
04:46.7,A5,Engine oil pressure,452000,1
04:46.7,A5,Engine Speed,1743,1
04:46.7,A5,Engine Boost Pressure,212000,1
04:46.7,114,Heading,3.4015,
04:46.7,114,Deviation,0,
04:46.7,11,Water Depth,,
04:47.0,127,Latitude,59° 25.170066' N,
04:47.0,127,Longitude,05° 17.683656' E,
04:47.0,17,Course Over Ground,0,
04:47.0,128,Heading,0.0108,
04:47.0,128,Heading,0.0105,
04:47.0,114,Heading,3.4015,
04:47.0,128,Deviation,,
04:47.0,114,Deviation,0,
04:47.0,127,Speed Over Ground,0,
04:47.0,17,Speed Over Ground,0,
04:47.0,127,Fluid Level,87.3,
04:47.0,127,Fuel Rate,0.1211,
04:47.0,127,Fuel Rate,0.1268,
04:47.0,B5,Battery Voltage,28.53,1
04:47.0,A9,Transmission oil temperature,349.8,0
04:47.0,A9,Transmission oil pressure,134300,0
04:47.0,A9,Transmission Gear,3,0
04:47.0,A9,Engine tilt/trim,100,0
04:47.0,A4,Fuel Pressure,140000,
04:47.0,A4,Engine coolant pressure,106000,4
04:47.0,A4,Engine temp.,352.15,4
04:47.0,A4,Engine oil temp.,350.7,4
04:47.0,A4,Engine oil pressure,484000,4
04:47.0,A4,Engine Speed,1500,4
04:47.0,A4,Engine Boost Pressure,54000,4
04:47.2,114,Heading,3.4015,
04:47.2,114,Deviation,0,
04:47.2,13,Water Depth,,
04:47.3,114,Heading,3.4015,
04:47.3,114,Deviation,0,
04:47.5,127,Latitude,59° 25.170066' N,
04:47.5,127,Longitude,05° 17.683656' E,
04:47.5,17,Course Over Ground,0,
04:47.5,128,Heading,0.0105,
04:47.5,128,Heading,0.0106,
04:47.5,128,Heading,0.0107,
04:47.5,114,Heading,3.4015,
04:47.5,128,Deviation,,
04:47.5,114,Deviation,0,
04:47.5,17,Speed Over Ground,0,
04:47.5,127,Speed Over Ground,0,
04:47.5,14,Water Depth,,
04:47.5,127,Fluid Level,87.3,
04:47.5,127,Fuel Rate,0.121,
04:47.5,127,Fuel Rate,0.1271,
04:47.5,127,Fuel Rate,0.1211,
04:47.5,B4,Battery Voltage,26.35,2
04:47.5,A9,Transmission oil temperature,349.8,0
04:47.5,A9,Transmission oil pressure,134300,0
04:47.5,A9,Transmission Gear,3,0
04:47.5,A9,Engine tilt/trim,100,0
04:47.5,A3,Fuel Pressure,648000,
04:47.5,A3,Engine coolant pressure,236000,2
04:47.5,A3,Engine temp.,349.15,2
04:47.5,A3,Engine oil temp.,359.2,2
04:47.5,A3,Engine oil pressure,464000,2
04:47.5,A3,Engine Speed,1916,2
04:47.5,A3,Engine Boost Pressure,196000,2
04:47.7,127,Latitude,59° 25.170066' N,
04:47.7,127,Longitude,05° 17.683656' E,
04:47.7,17,Course Over Ground,0,
04:47.7,128,Heading,0.0105,
04:47.7,114,Heading,3.4015,
04:47.7,128,Heading,0.0107,
04:47.7,128,Deviation,,
04:47.7,114,Deviation,0,
04:47.7,17,Speed Over Ground,0,
04:47.7,127,Speed Over Ground,0,
04:47.7,12,Water Depth,,
04:47.7,127,Fluid Level,87.3,
04:47.7,127,Fuel Rate,0.1273,
04:47.7,127,Fuel Rate,0.1216,
04:47.7,B1,Battery Voltage,27.51,7
04:47.7,A9,Transmission oil temperature,349.8,0
04:47.7,A9,Transmission oil pressure,134400,0
04:47.7,A9,Transmission Gear,3,0
04:47.7,A9,Engine tilt/trim,100,0
04:47.7,A5,Fuel Pressure,664000,
04:47.7,A5,Engine coolant pressure,218000,1
04:47.7,A5,Engine temp.,353.15,1
04:47.7,A5,Engine oil temp.,360.2,1
04:47.7,A5,Engine oil pressure,452000,1
04:47.7,A1,Engine Speed,1500,3
04:47.7,A1,Engine Boost Pressure,6000,3
04:47.8,127,Latitude,59° 25.170066' N,
04:47.8,127,Longitude,05° 17.683656' E,
04:47.8,128,Heading,0.0105,
04:47.8,114,Heading,3.4015,
04:47.8,128,Deviation,,
04:47.8,114,Deviation,0,
04:47.8,127,Speed Over Ground,0,
04:47.8,11,Water Depth,,
04:47.8,127,Fluid Level,87.3,
04:47.8,127,Fuel Rate,0.0038,
04:47.8,13,Battery Voltage,14.9,0
04:47.8,A9,Transmission oil temperature,349.8,0
04:47.8,A9,Transmission oil pressure,134400,0
04:47.8,A9,Transmission Gear,3,0
04:47.8,A9,Engine tilt/trim,100,0
04:47.8,A5,Fuel Pressure,664000,
04:47.8,A5,Engine coolant pressure,218000,1
04:47.8,A5,Engine temp.,353.15,1
04:47.8,A5,Engine oil temp.,360.2,1
04:47.8,A5,Engine oil pressure,452000,1
04:47.8,A5,Engine Speed,1744,1
04:47.8,A5,Engine Boost Pressure,212000,1
04:47.9,127,Latitude,59° 25.170066' N,
04:47.9,127,Longitude,05° 17.683656' E,
04:47.9,17,Course Over Ground,0,
04:47.9,128,Heading,0.0106,
04:47.9,114,Heading,3.4015,
04:47.9,128,Deviation,,
04:47.9,114,Deviation,0,
04:47.9,17,Speed Over Ground,0,
04:47.9,127,Speed Over Ground,0,
04:47.9,127,Fluid Level,87.3,
04:47.9,127,Fuel Rate,0.1268,
04:47.9,B3,Battery Voltage,27.87,5
04:47.9,A9,Transmission oil temperature,349.8,0
04:47.9,A9,Transmission oil pressure,134400,0
04:47.9,A9,Transmission Gear,3,0
04:47.9,A9,Engine tilt/trim,100,0
04:47.9,A3,Fuel Pressure,648000,
04:47.9,A3,Engine coolant pressure,236000,2
04:47.9,A3,Engine temp.,349.15,2
04:47.9,A3,Engine oil temp.,359.2,2
04:47.9,A3,Engine oil pressure,464000,2
04:47.9,A4,Engine Speed,1500,4
04:47.9,A4,Engine Boost Pressure,54000,4
04:48.0,127,Latitude,59° 25.170066' N,
04:48.0,127,Longitude,05° 17.683656' E,
04:48.0,128,Heading,0.0104,
04:48.0,114,Heading,3.4015,
04:48.0,128,Deviation,,
04:48.0,114,Deviation,0,
04:48.0,127,Speed Over Ground,0,
04:48.0,127,Fluid Level,87.3,
04:48.0,127,Fuel Rate,0.0186,
04:48.0,2A,Battery Voltage,15.5,16
04:48.0,A9,Transmission oil temperature,349.8,0
04:48.0,A9,Transmission oil pressure,134400,0
04:48.0,A9,Transmission Gear,3,0
04:48.0,A9,Engine tilt/trim,100,0
04:48.0,A3,Fuel Pressure,648000,
04:48.0,A3,Engine coolant pressure,236000,2
04:48.0,A3,Engine temp.,349.15,2
04:48.0,A3,Engine oil temp.,359.2,2
04:48.0,A3,Engine oil pressure,464000,2
04:48.0,A3,Engine Speed,1912,2
04:48.0,A3,Engine Boost Pressure,196000,2
04:48.3,127,Latitude,59° 25.170066' N,
04:48.3,127,Longitude,05° 17.683656' E,
04:48.3,17,Course Over Ground,0,
04:48.3,128,Heading,0.0103,
04:48.3,114,Heading,3.4015,
04:48.3,128,Heading,0.0101,
04:48.3,128,Deviation,,
04:48.3,114,Deviation,0,
04:48.3,127,Speed Over Ground,0,
04:48.3,17,Speed Over Ground,0,
04:48.3,13,Water Depth,,
04:48.3,127,Fluid Level,87.3,
04:48.3,127,Fuel Rate,0.1211,
04:48.3,127,Fuel Rate,0.1267,
04:48.3,127,Fuel Rate,0.1205,
04:48.3,2A,Battery Voltage,15.7,17
04:48.3,A9,Transmission oil temperature,349.8,0
04:48.3,A9,Transmission oil pressure,134400,0
04:48.3,A9,Transmission Gear,3,0
04:48.3,A9,Engine tilt/trim,100,0
04:48.3,A5,Fuel Pressure,664000,
04:48.3,A5,Engine coolant pressure,218000,1
04:48.3,A5,Engine temp.,353.15,1
04:48.3,A5,Engine oil temp.,360.2,1
04:48.3,A5,Engine oil pressure,452000,1
04:48.3,A1,Engine Speed,1501,3
04:48.3,A1,Engine Boost Pressure,6000,3
04:48.4,127,Latitude,59° 25.170066' N,
04:48.4,127,Longitude,05° 17.683656' E,
04:48.4,128,Heading,0.0101,
04:48.4,128,Deviation,,
04:48.4,127,Speed Over Ground,0,
04:48.4,127,Fluid Level,87.3,
04:48.4,127,Fuel Rate,0.1268,
04:48.4,B2,Battery Voltage,27.52,8
04:48.4,A9,Transmission oil temperature,349.8,0
04:48.4,A9,Transmission oil pressure,134400,0
04:48.4,A9,Transmission Gear,3,0
04:48.4,A9,Engine tilt/trim,100,0
04:48.4,A3,Fuel Pressure,648000,
04:48.4,A3,Engine coolant pressure,236000,2
04:48.4,A3,Engine temp.,349.15,2
04:48.4,A3,Engine oil temp.,359.2,2
04:48.4,A3,Engine oil pressure,464000,2
04:48.4,A5,Engine Speed,1745,1
04:48.4,A5,Engine Boost Pressure,214000,1
04:48.6,127,Latitude,59° 25.170066' N,
04:48.6,127,Longitude,05° 17.683656' E,
04:48.6,17,Course Over Ground,0,
04:48.6,114,Heading,3.4015,
04:48.6,128,Heading,0.0102,
04:48.6,128,Heading,0.0105,
04:48.6,114,Deviation,0,
04:48.6,128,Deviation,,
04:48.6,127,Speed Over Ground,0,
04:48.6,17,Speed Over Ground,0,
04:48.6,14,Water Depth,,
04:48.6,12,Water Depth,,
04:48.6,127,Fluid Level,87.3,
04:48.6,127,Fuel Rate,0.1202,
04:48.6,127,Fuel Rate,0.1265,
04:48.6,B0,Battery Voltage,28.08,6
04:48.6,A9,Transmission oil temperature,349.8,0
04:48.6,A9,Transmission oil pressure,134400,0
04:48.6,A9,Transmission Gear,3,0
04:48.6,A9,Engine tilt/trim,100,0
04:48.6,A5,Fuel Pressure,664000,
04:48.6,A5,Engine coolant pressure,218000,1
04:48.6,A5,Engine temp.,353.15,1
04:48.6,A5,Engine oil temp.,360.2,1
04:48.6,A5,Engine oil pressure,452000,1
04:48.6,A4,Engine Speed,1499,4
04:48.6,A4,Engine Boost Pressure,54000,4
04:48.7,127,Latitude,59° 25.170066' N,
04:48.7,127,Longitude,05° 17.683656' E,
04:48.7,114,Heading,3.4015,
04:48.7,128,Heading,0.0105,
04:48.7,114,Deviation,0,
04:48.7,128,Deviation,,
04:48.7,127,Speed Over Ground,0,
04:48.7,127,Fluid Level,87.3,
04:48.7,127,Fuel Rate,0.1194,
04:48.7,127,Fuel Rate,0.1268,
04:48.7,B5,Battery Voltage,28.55,1
04:48.7,A9,Transmission oil temperature,349.8,0
04:48.7,A9,Transmission oil pressure,134400,0
04:48.7,A9,Transmission Gear,3,0
04:48.7,A9,Engine tilt/trim,100,0
04:48.7,A1,Fuel Pressure,120000,
04:48.7,A1,Engine coolant pressure,94000,3
04:48.7,A1,Engine temp.,351.15,3
04:48.7,A1,Engine oil temp.,344.9,3
04:48.7,A1,Engine oil pressure,516000,3
04:48.7,A3,Engine Speed,1913,2
04:48.7,A3,Engine Boost Pressure,196000,2
04:48.9,127,Latitude,59° 25.170066' N,
04:48.9,127,Longitude,05° 17.683656' E,
04:48.9,17,Course Over Ground,0,
04:48.9,128,Heading,0.0105,
04:48.9,114,Heading,3.4015,
04:48.9,128,Deviation,,
04:48.9,114,Deviation,0,
04:48.9,17,Speed Over Ground,0,
04:48.9,127,Speed Over Ground,0,
04:48.9,11,Water Depth,,
04:48.9,127,Fluid Level,87.3,
04:48.9,127,Fuel Rate,0.1191,
04:48.9,B4,Battery Voltage,26.35,2
04:48.9,A9,Transmission oil temperature,349.8,0
04:48.9,A9,Transmission oil pressure,134500,0
04:48.9,A9,Transmission Gear,3,0
04:48.9,A9,Engine tilt/trim,100,0
04:48.9,A3,Fuel Pressure,648000,
04:48.9,A3,Engine coolant pressure,236000,2
04:48.9,A3,Engine temp.,349.15,2
04:48.9,A3,Engine oil temp.,359.2,2
04:48.9,A3,Engine oil pressure,464000,2
04:48.9,A1,Engine Speed,1500,3
04:48.9,A1,Engine Boost Pressure,6000,3
04:49.0,127,Latitude,59° 25.170066' N,
04:49.0,127,Longitude,05° 17.683656' E,
04:49.0,128,Heading,0.0104,
04:49.0,114,Heading,3.4015,
04:49.0,128,Deviation,,
04:49.0,114,Deviation,0,
04:49.0,127,Speed Over Ground,0,
04:49.0,127,Fluid Level,87.3,
04:49.0,127,Fuel Rate,0.0035,
04:49.0,B1,Battery Voltage,27.49,7
04:49.0,A9,Transmission oil temperature,349.8,0
04:49.0,A9,Transmission oil pressure,134500,0
04:49.0,A9,Transmission Gear,3,0
04:49.0,A9,Engine tilt/trim,100,0
04:49.0,A5,Fuel Pressure,664000,
04:49.0,A5,Engine coolant pressure,218000,1
04:49.0,A5,Engine temp.,353.15,1
04:49.0,A5,Engine oil temp.,360.2,1
04:49.0,A5,Engine oil pressure,452000,1
04:49.0,A5,Engine Speed,1744,1
04:49.0,A5,Engine Boost Pressure,212000,1
04:49.2,127,Latitude,59° 25.170066' N,
04:49.2,127,Longitude,05° 17.683656' E,
04:49.2,17,Course Over Ground,0,
04:49.2,128,Heading,0.0106,
04:49.2,114,Heading,3.4015,
04:49.2,128,Deviation,,
04:49.2,114,Deviation,0,
04:49.2,127,Speed Over Ground,0,
04:49.2,17,Speed Over Ground,0,
04:49.2,13,Water Depth,,
04:49.2,127,Fluid Level,87.3,
04:49.2,127,Fuel Rate,0.1269,
04:49.2,127,Fuel Rate,0.0185,
04:49.2,13,Battery Voltage,14.91,0
